Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
141,535152130,20,69.22459016393442,8050,5,5,1959,1959,150.0,856.0,162.0,125.0,1143.0,1143,0,0,7.042286171939743,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,308.0,0,0,0,0,0,0,0,5,2010,11.820417517632333
143,535152250,20,70.0,8400,5,6,1957,1957,0.0,922.0,0.0,392.0,1314.0,1314,0,0,7.181591944611864,1.0,0.0,1,0,3,1,5,0,1957.0,1.0,294.0,250,0,0,0,0,0,0,6,2010,11.884495917930654
144,535153070,20,73.0,8760,6,6,1959,1959,220.0,0.0,0.0,1194.0,1194.0,1194,0,0,7.085901464365611,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,312.0,0,0,120,0,0,0,0,4,2010,11.904974309480181
145,535154050,20,69.22459016393442,12160,5,5,1959,1959,180.0,1000.0,0.0,188.0,1188.0,1188,0,0,7.080867896690782,1.0,0.0,1,0,3,1,6,0,1959.0,2.0,531.0,0,0,0,0,0,0,0,5,2010,11.863589378812122
146,535175070,20,73.0,9300,5,5,1960,1960,324.0,697.0,0.0,571.0,1268.0,1264,0,0,7.14282740116162,1.0,0.0,1,0,3,1,6,2,1960.0,2.0,461.0,0,0,0,0,143,0,0,4,2010,12.02874460037869
147,535175180,20,87.0,10725,5,5,1959,1959,91.0,936.0,0.0,270.0,1206.0,1206,0,0,7.095893221097532,0.0,0.0,1,0,3,1,6,0,1959.0,1.0,312.0,0,21,0,0,0,0,0,5,2010,11.59486483438166
148,535179020,20,80.0,10032,6,5,1959,1959,432.0,734.0,0.0,510.0,1244.0,1580,0,0,7.3658128372094716,1.0,0.0,1,1,3,1,6,2,1956.0,2.0,440.0,0,28,0,0,160,0,0,6,2010,11.979805470779858
149,535180130,50,60.0,8382,4,5,1956,1956,0.0,0.0,0.0,832.0,832.0,832,505,0,7.198931240688173,0.0,0.0,1,0,3,1,5,0,1956.0,1.0,263.0,0,0,0,0,0,0,0,2,2010,11.58989576532275
151,535302200,20,119.0,10895,5,6,1955,1955,0.0,648.0,0.0,324.0,972.0,972,0,0,6.880384082186005,0.0,0.0,1,0,3,1,5,0,1955.0,1.0,305.0,0,0,205,0,0,0,0,6,2010,11.715874472198905
153,535304180,20,68.0,7922,5,7,1953,2007,0.0,731.0,0.0,326.0,1057.0,1057,0,0,6.964135612418245,1.0,0.0,1,0,3,1,5,0,1953.0,1.0,246.0,0,52,0,0,0,0,0,1,2010,11.599112335481124
155,535327140,20,60.0,7200,5,7,1955,2007,0.0,0.0,0.0,0.0,0.0,827,0,0,6.71901315438526,0.0,0.0,1,0,2,1,5,1,1967.0,1.0,392.0,0,0,0,0,0,0,0,4,2010,11.58525542883217
156,535350030,20,85.0,10200,5,7,1954,2003,104.0,320.0,362.0,404.0,1086.0,1086,0,0,6.99117688712121,1.0,0.0,1,0,3,1,6,0,1989.0,2.0,490.0,0,0,0,0,0,0,0,5,2010,11.883806029596208
157,535350040,20,74.0,5868,5,7,1956,2000,0.0,248.0,240.0,448.0,936.0,936,0,0,6.842683282238422,1.0,0.0,1,0,2,1,4,0,1956.0,1.0,308.0,0,0,80,0,160,0,0,5,2010,11.767575435251747
160,535401080,20,69.22459016393442,9830,5,7,1959,2006,0.0,72.0,258.0,733.0,1063.0,1287,0,0,7.160845906664298,1.0,0.0,1,0,3,1,7,1,1997.0,2.0,576.0,364,17,0,0,182,0,0,3,2010,11.995357787034974
161,535425010,80,96.0,11275,7,7,1967,2007,300.0,0.0,0.0,710.0,710.0,1898,1080,0,7.999342952713282,0.0,0.0,2,1,5,1,11,1,1961.0,2.0,564.0,240,0,0,0,0,0,0,6,2010,12.39669713736169
162,535450210,50,60.0,8064,6,8,1948,2004,0.0,481.0,174.0,161.0,816.0,816,408,0,7.110696122978827,1.0,0.0,1,0,3,1,5,0,1950.0,1.0,280.0,414,0,0,0,0,0,0,5,2010,11.790564777297387
164,535454070,50,71.0,8520,5,4,1952,1952,0.0,507.0,0.0,403.0,910.0,910,475,0,7.234177179749849,0.0,0.0,2,0,4,1,6,0,2000.0,2.0,720.0,0,0,0,0,0,0,0,6,2010,12.019749091416921
167,535457090,20,81.0,7635,5,6,1960,1960,0.0,588.0,350.0,237.0,1175.0,1175,0,0,7.069874128458572,0.0,0.0,1,1,3,1,6,0,1960.0,2.0,484.0,0,0,0,0,0,0,0,6,2010,11.904974309480181
171,902104060,50,55.0,8800,4,7,1910,2004,0.0,0.0,0.0,576.0,576.0,792,348,0,7.039660349862076,0.0,0.0,1,0,3,1,7,0,1978.1324431613136,0.0,0.0,0,160,0,0,0,0,0,6,2010,11.477308649967686
172,902106130,30,56.0,4485,5,7,1920,1950,0.0,579.0,0.0,357.0,936.0,936,0,0,6.842683282238422,1.0,0.0,1,0,2,1,5,1,1978.1324431613136,0.0,0.0,51,0,135,0,0,0,0,5,2010,11.603688960617083
173,902106140,30,56.0,8960,5,6,1927,1950,0.0,0.0,0.0,1008.0,1008.0,1028,0,0,6.9363427358340495,0.0,0.0,1,0,2,1,5,1,1927.0,2.0,360.0,0,0,130,0,0,0,0,3,2010,11.652696102959753
176,902125160,30,47.0,4608,4,6,1945,1950,0.0,0.0,0.0,747.0,747.0,747,0,0,6.617402977974477,0.0,0.0,1,0,2,1,4,0,1945.0,1.0,220.0,0,0,0,0,0,0,0,6,2010,11.289794413577894
177,902128170,30,60.0,7200,5,7,1940,1992,294.0,510.0,0.0,278.0,788.0,804,0,0,6.690842277418563,1.0,0.0,1,0,2,1,4,2,1940.0,1.0,240.0,0,0,154,0,0,0,0,2,2010,11.686887175419702
179,902206130,45,50.0,6900,6,7,1938,2000,0.0,0.0,0.0,827.0,827.0,827,424,0,7.132497551660044,0.0,0.0,1,0,3,1,6,0,1938.0,1.0,240.0,0,0,0,0,0,0,0,1,2010,11.686887175419702
180,902206220,50,69.0,11851,5,7,1948,2009,0.0,780.0,0.0,247.0,1027.0,1027,606,0,7.398786275419948,0.0,0.0,1,0,3,1,7,1,1948.0,1.0,240.0,0,100,126,0,0,0,0,6,2010,11.767575435251747
183,902207140,30,60.0,8520,6,8,1928,2003,0.0,0.0,0.0,624.0,624.0,720,0,0,6.580639137284948,0.0,0.0,1,0,2,1,5,0,2005.0,2.0,484.0,106,0,0,0,0,0,0,5,2010,11.570259974415546
185,902327040,50,60.0,10800,5,6,1915,1950,0.0,686.0,0.0,0.0,686.0,966,686,0,7.410347097821024,1.0,0.0,2,0,4,1,7,0,1961.0,1.0,416.0,0,0,196,0,0,0,1200,6,2010,11.842236406331555
188,902402010,20,90.0,7407,6,7,1957,1996,0.0,600.0,0.0,312.0,912.0,1236,0,0,7.1204443723924875,1.0,0.0,1,0,2,1,6,0,1957.0,2.0,923.0,0,158,158,0,0,0,0,4,2010,11.916395250412128
189,902402130,70,60.0,7740,4,7,1910,1950,0.0,0.0,0.0,622.0,622.0,741,622,0,7.218176838403407,0.0,0.0,1,0,3,1,6,0,1966.0,2.0,528.0,0,0,0,0,168,0,0,6,2010,11.74006900564972
191,902403070,70,60.0,10560,6,7,1922,1994,0.0,283.0,0.0,455.0,738.0,868,602,0,7.293697720601437,0.0,0.0,1,1,2,1,6,0,1970.0,2.0,624.0,0,0,0,0,0,0,0,6,2010,11.854747650772435
192,903204040,50,53.0,5830,5,6,1950,1997,0.0,788.0,0.0,200.0,988.0,1030,582,0,7.385851078125208,0.0,0.0,1,1,3,1,7,0,1950.0,1.0,363.0,0,0,0,0,0,0,0,3,2010,11.763691965388299
193,903206120,75,69.22459016393442,7793,7,7,1922,2005,0.0,474.0,0.0,634.0,1108.0,1160,908,0,7.634820677745543,0.0,0.0,1,1,3,1,8,1,1928.0,1.0,315.0,0,0,60,0,0,0,0,5,2010,12.252483791602627
194,903225150,30,50.0,5000,4,7,1925,1950,0.0,188.0,0.0,577.0,765.0,765,0,0,6.641182169740591,1.0,0.0,1,0,2,1,4,0,1926.0,1.0,200.0,135,0,41,0,0,0,0,4,2010,11.373674891823535
195,903226160,50,50.0,6000,6,7,1939,1950,0.0,452.0,12.0,144.0,608.0,608,524,0,7.0326242610280065,1.0,0.0,1,0,2,1,5,0,1939.0,1.0,240.0,0,0,128,0,0,0,0,4,2010,11.80560254159177
197,903227150,50,53.0,6360,5,6,1942,1950,300.0,360.0,159.0,316.0,835.0,955,498,0,7.282073658093465,0.0,0.0,1,1,3,1,7,2,1942.0,1.0,240.0,0,0,35,0,148,0,0,3,2010,11.790564777297387
198,903228150,50,50.0,6000,6,7,1948,1950,0.0,300.0,0.0,480.0,780.0,780,636,0,7.25629723969068,0.0,0.0,1,1,3,1,6,0,1948.0,1.0,312.0,221,0,48,0,0,0,0,3,2010,11.848690308590855
199,903232190,50,52.0,6240,5,7,1936,1980,0.0,276.0,0.0,252.0,528.0,548,492,0,6.947937068614968,0.0,0.0,1,0,2,1,5,0,1979.0,2.0,624.0,306,0,32,0,0,0,0,5,2010,11.727238138609684
200,903233120,50,52.0,6240,5,5,1930,1950,0.0,448.0,0.0,480.0,928.0,928,608,0,7.337587743538595,0.0,0.0,2,0,4,1,7,1,1930.0,2.0,480.0,0,10,0,0,0,0,0,3,2010,11.837910547573129
201,903234050,30,51.0,6120,6,5,1923,1950,0.0,960.0,0.0,164.0,1124.0,1068,0,0,6.974478911025045,1.0,0.0,1,0,2,1,5,1,1923.0,1.0,288.0,0,0,128,0,0,0,0,3,2010,11.603688960617083
202,903425110,70,50.0,10300,7,6,1921,1950,0.0,0.0,0.0,576.0,576.0,902,808,0,7.444833273892193,0.0,0.0,2,0,3,1,9,0,1990.0,2.0,480.0,12,11,64,0,0,0,0,4,2010,11.849404844423074
204,903426200,70,60.0,12900,6,8,1912,2009,0.0,0.0,0.0,780.0,780.0,780,780,0,7.353081920515431,0.0,0.0,1,1,3,1,7,0,1978.1324431613136,0.0,0.0,344,0,0,0,168,0,0,5,2010,11.982310152711182
210,904101110,20,100.0,15263,5,5,1959,1959,90.0,766.0,0.0,656.0,1422.0,1675,0,0,7.424165281042028,0.0,0.0,2,0,3,1,8,2,1959.0,1.0,365.0,0,132,0,0,0,0,0,5,2010,12.06105265381003
213,904350045,50,65.0,6001,6,5,1940,1950,0.0,368.0,0.0,232.0,600.0,600,319,0,6.8243736700430855,0.0,0.0,1,0,3,1,5,0,1940.0,1.0,231.0,0,0,45,0,0,0,0,3,2010,11.461642696843066
220,905103060,20,69.22459016393442,11341,5,6,1957,1996,180.0,1302.0,0.0,90.0,1392.0,1392,0,0,7.239214973779806,1.0,0.0,1,1,3,1,5,1,1957.0,2.0,528.0,0,0,0,0,95,0,0,5,2010,11.707677772181544
221,905104210,20,70.0,8521,5,5,1967,1967,0.0,842.0,0.0,70.0,912.0,912,0,0,6.816735880594968,0.0,0.0,1,0,3,1,5,1,1974.0,1.0,336.0,0,0,0,0,0,0,0,5,2010,11.736077016252437
223,905105200,20,65.0,7800,5,7,1966,2008,47.0,240.0,474.0,150.0,864.0,892,0,0,6.794586580876499,1.0,0.0,1,0,3,1,5,0,1966.0,1.0,416.0,0,0,0,0,0,0,0,6,2010,11.834291315386716
224,905106140,60,80.0,9364,6,7,1969,1969,143.0,371.0,0.0,292.0,663.0,663,689,0,7.210079628170788,0.0,0.0,1,1,4,1,7,0,1969.0,1.0,299.0,379,36,0,0,0,0,0,3,2010,11.970356641102999
225,905106170,20,65.0,7832,5,5,1968,1968,0.0,775.0,0.0,89.0,864.0,864,0,0,6.762729506931879,1.0,0.0,1,0,2,1,4,0,1969.0,1.0,280.0,226,0,0,0,0,0,0,5,2010,11.829566645319733
226,905107110,90,69.22459016393442,7424,5,5,1978,1978,0.0,1319.0,0.0,0.0,1319.0,1373,0,0,7.2254814727822945,1.0,0.0,1,0,3,1,5,2,1978.0,2.0,591.0,0,0,0,0,0,0,0,5,2010,11.984496615013056
227,905107250,60,86.0,11227,5,5,1968,1968,0.0,267.0,453.0,0.0,720.0,720,720,0,7.273092595999522,0.0,0.0,1,1,4,1,7,2,1968.0,2.0,480.0,192,38,0,0,0,0,0,3,2010,12.001511614739405
228,905107320,60,69.22459016393442,11616,6,5,1978,1978,328.0,438.0,0.0,234.0,672.0,672,714,0,7.234898420314831,0.0,0.0,2,1,3,1,6,1,1978.0,2.0,440.0,335,0,0,0,0,0,0,4,2010,11.97603664577121
229,905109130,60,80.0,14000,7,5,1996,1997,0.0,1201.0,0.0,105.0,1306.0,1306,954,0,7.72356247227797,1.0,0.0,2,1,3,1,7,0,1996.0,2.0,533.0,296,44,0,0,0,0,0,4,2010,12.70077193614212
231,905201030,30,94.0,9259,4,4,1927,1950,0.0,0.0,0.0,660.0,660.0,756,0,0,6.6293632534374485,0.0,0.0,1,0,2,1,4,0,1945.0,2.0,440.0,80,0,0,0,0,0,0,6,2010,11.350418300109132
232,905202090,20,60.0,9600,4,7,1950,1995,0.0,442.0,0.0,625.0,1067.0,1067,0,0,6.9735430195201396,0.0,0.0,2,0,2,1,4,0,1996.0,2.0,436.0,290,0,0,0,0,0,0,2,2010,11.759793355371237
234,905352140,60,69.22459016393442,17082,6,5,1978,1992,288.0,964.0,0.0,153.0,1117.0,1117,864,0,7.591861714889933,1.0,0.0,2,1,4,1,8,1,1978.0,2.0,522.0,336,104,0,0,0,0,0,5,2010,12.345838935721968
236,905426060,30,85.0,10625,5,5,1920,1950,0.0,108.0,0.0,350.0,458.0,835,0,0,6.728628613084702,0.0,0.0,1,0,2,1,5,0,1920.0,1.0,366.0,0,0,77,0,0,0,400,5,2010,11.326607934898927
237,905426200,20,65.0,11479,6,7,1950,1987,0.0,104.0,387.0,172.0,663.0,1074,0,0,6.980075940561763,1.0,0.0,1,0,3,1,6,1,1987.0,1.0,467.0,0,52,52,0,0,0,0,6,2010,11.881041706925902
238,905451320,20,68.0,9571,5,6,1956,1956,0.0,739.0,0.0,405.0,1144.0,1144,0,0,7.04315991598834,1.0,0.0,1,0,3,1,6,0,1956.0,1.0,596.0,44,0,0,0,0,0,0,6,2010,11.767575435251747
240,905452160,20,75.0,9525,5,7,1954,1998,0.0,954.0,0.0,218.0,1172.0,1172,0,0,7.067319848653475,1.0,0.0,1,0,3,1,5,0,1954.0,1.0,366.0,240,0,0,0,0,0,0,6,2010,11.759793355371237
241,905453040,20,83.0,10420,6,5,2009,2009,0.0,36.0,0.0,1176.0,1212.0,1212,0,0,7.10085190894405,0.0,0.0,2,0,3,1,6,0,2009.0,2.0,460.0,100,22,0,0,0,0,0,3,2010,12.13350732902497
242,905453080,20,44.0,17485,7,5,2009,2010,96.0,1346.0,0.0,162.0,1508.0,1508,0,0,7.319202458767848,1.0,0.0,1,0,1,1,5,2,2009.0,2.0,572.0,0,0,0,0,0,0,0,1,2010,12.637955706241554
243,905475510,20,69.22459016393442,11200,5,3,1964,1964,0.0,0.0,0.0,1250.0,1250.0,1298,0,0,7.1693500166706,0.0,0.0,2,0,3,1,5,0,1964.0,2.0,504.0,0,144,0,0,0,0,0,6,2010,11.643962499267984
244,905478190,20,60.0,11100,4,7,1946,2006,0.0,0.0,0.0,0.0,0.0,930,0,0,6.836259277277067,0.0,0.0,1,0,2,1,6,0,1946.0,1.0,308.0,0,0,0,0,0,0,0,4,2010,11.349241150793087
245,906201030,60,77.0,9206,6,5,1985,1985,336.0,0.0,0.0,741.0,741.0,977,755,0,7.457609289715606,0.0,0.0,2,1,3,1,7,1,1985.0,2.0,476.0,192,46,0,0,0,0,0,6,2010,12.08954444723597
248,906223090,60,80.0,9938,7,5,1993,1994,246.0,750.0,0.0,300.0,1050.0,1062,887,0,7.575584651557792,1.0,0.0,2,1,3,1,8,1,1993.0,2.0,574.0,156,90,0,0,0,0,0,6,2010,12.371591321286905
249,906225210,85,73.0,9069,6,6,1992,1992,0.0,747.0,0.0,189.0,936.0,996,0,0,6.904750769961838,1.0,0.0,1,0,2,1,5,0,1992.0,2.0,564.0,120,0,0,0,0,0,0,4,2010,11.898194668458823
250,906378100,20,64.0,10475,8,5,2008,2008,72.0,0.0,0.0,1694.0,1694.0,1694,0,0,7.43543801981455,0.0,0.0,2,0,3,1,7,0,2008.0,3.0,776.0,160,33,0,0,0,0,0,2,2010,12.41044511731981
251,906380190,20,64.0,6762,7,5,2006,2006,24.0,686.0,0.0,501.0,1187.0,1208,0,0,7.097548850614793,1.0,0.0,2,0,2,1,6,0,2006.0,2.0,632.0,105,61,0,0,0,0,0,2,2010,12.235636302128867
252,906385010,20,94.0,10402,7,5,2009,2009,0.0,0.0,0.0,1226.0,1226.0,1226,0,0,7.112327444710911,0.0,0.0,2,0,3,1,6,0,2009.0,3.0,740.0,0,36,0,0,0,0,0,5,2010,12.200562492481511
253,906385020,20,64.0,7360,7,5,2010,2010,80.0,24.0,0.0,1198.0,1222.0,1222,0,0,7.109062135687172,0.0,0.0,2,0,2,1,6,0,2009.0,2.0,615.0,0,54,0,0,0,0,0,3,2010,12.138869243416007
254,906402200,60,90.0,12376,7,5,1990,1990,0.0,1470.0,0.0,203.0,1673.0,1699,1523,0,8.078067881815437,1.0,0.0,3,0,5,1,11,2,1990.0,3.0,594.0,367,0,0,0,0,0,0,5,2010,12.676079399771027
255,906425045,50,82.0,14235,6,8,1900,1993,0.0,0.0,0.0,676.0,676.0,831,614,0,7.276556402718709,0.0,0.0,2,0,3,1,6,0,1957.0,2.0,484.0,0,59,0,0,0,0,0,3,2010,11.83863282480007
256,906477110,80,80.0,8816,6,7,1971,1971,80.0,504.0,0.0,506.0,1010.0,1052,0,0,6.959398512133975,1.0,0.0,1,0,3,1,6,0,1971.0,2.0,440.0,0,0,0,0,0,0,0,6,2010,11.951186847493474
257,907125090,85,82.0,11105,5,5,1996,1996,0.0,870.0,0.0,0.0,870.0,965,0,0,6.873163834212518,1.0,0.0,1,0,2,1,4,0,1998.0,2.0,580.0,71,0,0,0,0,0,0,7,2010,11.976665770490767
258,907180050,60,69.22459016393442,9337,7,5,1997,1998,0.0,353.0,0.0,525.0,878.0,892,800,0,7.4342573821331355,0.0,0.0,2,1,3,1,8,1,1997.0,2.0,513.0,0,39,0,0,0,0,0,4,2010,12.160033942617154
259,907185060,60,70.0,8750,6,5,1998,1998,116.0,505.0,0.0,299.0,804.0,804,878,0,7.428333194190806,0.0,0.0,2,1,3,1,7,0,1998.0,2.0,523.0,0,77,0,0,0,0,0,6,2010,12.208574513247495
261,907200290,60,69.22459016393442,10900,6,7,1977,1977,153.0,378.0,0.0,311.0,689.0,689,703,0,7.239214973779806,0.0,0.0,1,1,3,1,6,0,1977.0,1.0,299.0,0,36,0,0,0,0,450,3,2010,11.993813394724253
263,907203070,20,68.0,7480,5,6,1972,1972,0.0,480.0,0.0,396.0,876.0,876,0,0,6.776506992372183,1.0,0.0,1,0,3,1,5,0,1977.0,2.0,484.0,0,0,0,0,0,0,0,6,2010,11.751950239425476
264,907250030,20,80.0,10389,8,5,2003,2003,320.0,1682.0,0.0,296.0,1978.0,1978,0,0,7.590346945602565,1.0,0.0,2,1,3,1,8,1,2003.0,3.0,850.0,188,25,0,0,0,0,0,5,2010,12.669809806411457
266,907262050,60,44.0,9548,7,6,2003,2003,223.0,483.0,0.0,458.0,941.0,941,888,0,7.512071245835466,1.0,0.0,2,1,3,1,7,1,2003.0,2.0,613.0,192,39,0,0,0,0,0,1,2010,12.37581963951765
267,907280040,60,75.0,9375,7,5,1997,1997,0.0,0.0,0.0,1040.0,1040.0,1044,1054,0,7.649216319820633,0.0,0.0,2,1,4,1,9,1,1997.0,2.0,621.0,331,38,0,0,0,0,0,4,2010,12.388398368982115
268,907290040,20,48.0,12137,7,5,1998,1998,442.0,0.0,0.0,1649.0,1649.0,1661,0,0,7.415776975415393,0.0,0.0,2,0,3,1,6,0,1998.0,2.0,598.0,0,34,0,0,0,0,0,5,2010,12.323415584358152
269,907290170,120,69.22459016393442,4435,6,5,2003,2003,170.0,672.0,0.0,176.0,848.0,848,0,0,6.744059186311347,1.0,0.0,1,0,1,1,4,0,2003.0,2.0,420.0,140,0,0,0,0,0,0,4,2010,11.875837915157138
270,907290240,120,69.22459016393442,4426,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,6.744059186311347,1.0,0.0,1,0,1,1,3,0,2004.0,2.0,420.0,160,0,0,0,0,0,0,5,2010,11.870606902224585
273,907414030,20,65.0,8773,7,5,2004,2004,98.0,24.0,0.0,1390.0,1414.0,1414,0,0,7.254884810077337,0.0,0.0,2,0,3,1,6,0,2004.0,2.0,494.0,132,105,0,0,0,0,0,5,2010,12.130815551850676
274,908102060,30,67.0,8777,3,6,1945,2007,0.0,0.0,0.0,0.0,0.0,640,0,0,6.46302945692067,0.0,0.0,1,0,2,1,5,0,1945.0,1.0,240.0,0,0,0,0,0,0,0,4,2010,11.349241150793087
275,908102110,20,68.0,8842,5,6,1954,1954,0.0,0.0,0.0,381.0,381.0,992,0,0,6.900730664045172,0.0,0.0,1,0,3,1,6,0,1954.0,1.0,319.0,60,0,56,0,0,0,0,1,2010,11.956918738783733
277,908102170,20,60.0,10044,5,6,1968,1968,0.0,1070.0,0.0,126.0,1196.0,1196,0,0,7.087573705557973,1.0,0.0,1,0,3,1,6,0,1968.0,1.0,336.0,257,0,168,0,0,0,0,6,2010,11.87757552297847
278,908102300,50,89.0,11792,4,5,1948,1950,0.0,0.0,0.0,744.0,744.0,792,328,0,7.02197642307216,0.0,0.0,1,0,2,1,5,0,1956.0,2.0,480.0,0,0,0,0,160,0,0,6,2010,11.06665398721974
279,908103350,80,65.0,6305,6,6,1975,1975,0.0,528.0,0.0,480.0,1008.0,1096,0,0,7.00033446027523,1.0,0.0,1,0,3,1,5,1,1975.0,1.0,352.0,0,0,0,0,0,0,0,6,2010,11.737675724836684
280,908152080,80,94.0,7819,6,5,1976,1976,0.0,422.0,127.0,480.0,1029.0,1117,0,0,7.0192966537150445,1.0,0.0,1,0,3,1,6,1,1976.0,2.0,672.0,144,0,0,0,0,0,0,3,2010,11.580593459194764
281,908203100,20,64.0,6410,4,5,1958,1958,0.0,0.0,0.0,960.0,960.0,960,0,0,6.8679744089702925,0.0,0.0,1,0,3,1,5,0,1978.1324431613136,0.0,0.0,0,0,0,0,0,0,0,5,2010,11.407576060361786
282,908208020,20,80.0,8546,4,5,2003,2004,0.0,0.0,0.0,1121.0,1121.0,1121,0,0,7.022868086082641,0.0,0.0,2,0,2,1,5,0,2003.0,2.0,440.0,132,64,0,0,0,0,0,3,2010,11.849404844423074
283,908225320,50,52.0,8741,6,4,1945,1950,0.0,94.0,0.0,641.0,735.0,798,689,0,7.305188215393037,0.0,0.0,1,1,3,1,7,1,1949.0,1.0,220.0,0,140,0,0,0,0,0,4,2010,11.635151947212842
285,908275300,20,68.0,8562,5,6,1957,2002,145.0,383.0,0.0,833.0,1216.0,1526,0,0,7.3310603052186325,0.0,0.0,1,0,4,1,7,1,1957.0,1.0,364.0,116,78,0,0,0,0,0,5,2010,11.881041706925902
286,909100080,30,67.0,4853,5,6,1924,1999,203.0,133.0,0.0,974.0,1107.0,1296,0,0,7.167809184316444,0.0,0.0,2,0,2,1,5,1,1979.0,1.0,260.0,0,0,36,0,0,0,0,5,2010,11.552155793461898
287,909100110,70,66.0,6858,6,4,1915,1950,0.0,0.0,0.0,806.0,806.0,841,806,0,7.407317710469417,1.0,0.0,1,1,4,1,6,0,1920.0,1.0,216.0,0,66,136,0,0,0,0,5,2010,11.759793355371237
288,909101070,30,45.0,8212,3,3,1914,1950,0.0,203.0,0.0,661.0,864.0,864,0,0,6.762729506931879,1.0,0.0,1,0,2,1,5,0,1938.0,1.0,200.0,0,0,96,0,0,0,0,6,2010,10.97679912709094
290,909176150,30,69.22459016393442,7890,6,6,1939,1950,0.0,238.0,0.0,618.0,856.0,856,0,0,6.75343791859778,1.0,0.0,1,0,2,1,4,1,1939.0,2.0,399.0,0,0,0,0,166,0,0,3,2010,11.744045122410057
293,909250060,50,50.0,9638,6,7,1919,1990,0.0,0.0,0.0,804.0,804.0,1699,748,0,7.803026643632217,0.0,0.0,2,0,4,1,10,1,1969.0,1.0,336.0,272,0,42,0,116,0,0,3,2010,12.037659911047466
294,909281080,50,78.0,10452,7,6,1941,1985,371.0,426.0,252.0,850.0,1528.0,1225,908,0,7.665753431861698,1.0,0.0,1,1,4,1,8,2,1941.0,1.0,312.0,0,0,86,0,0,0,0,7,2010,12.458778882573533
297,909428280,20,100.0,17500,7,8,1959,2002,0.0,1406.0,0.0,496.0,1902.0,1902,0,0,7.551186867296149,1.0,0.0,2,0,3,1,7,2,1959.0,2.0,567.0,0,207,162,0,0,0,0,5,2010,12.721888795877375
298,909452114,80,85.0,19645,7,6,1994,2007,44.0,343.0,0.0,80.0,423.0,896,756,0,7.410347097821024,1.0,0.0,2,1,3,1,6,0,1994.0,2.0,473.0,0,0,0,0,0,0,0,6,2010,12.221630984446026
299,909455030,120,35.0,3907,8,6,1989,1989,0.0,747.0,0.0,235.0,982.0,1034,0,0,6.942156705699469,1.0,0.0,1,0,1,1,4,1,1989.0,2.0,598.0,141,36,0,0,0,0,0,4,2010,12.128116509451258
300,909455040,120,35.0,3907,8,5,1989,1989,0.0,76.0,0.0,1115.0,1191.0,1191,0,0,7.0833878476252945,0.0,0.0,2,0,2,1,5,1,1989.0,2.0,531.0,112,81,0,0,0,0,0,3,2010,11.998439434579147
301,909475140,20,100.0,15602,7,8,1959,1997,0.0,1247.0,0.0,254.0,1501.0,1801,0,0,7.496652438168283,1.0,0.0,2,0,1,1,6,2,1959.0,2.0,484.0,0,54,0,0,161,0,0,3,2010,12.574185427296195
302,910202060,50,40.0,5436,4,8,1922,2007,0.0,735.0,0.0,61.0,796.0,796,358,0,7.051855622955894,1.0,0.0,1,0,3,1,7,0,1922.0,1.0,240.0,0,96,0,0,0,0,0,5,2010,11.74006900564972
303,910203250,30,58.0,8154,2,5,1941,1950,0.0,480.0,0.0,0.0,480.0,540,0,0,6.293419278846481,0.0,0.0,1,0,1,1,4,0,1951.0,1.0,200.0,0,0,0,0,0,0,0,4,2010,11.314486721293981
305,911128180,50,60.0,7500,4,4,1920,1950,0.0,0.0,0.0,698.0,698.0,698,430,0,7.029087564149662,0.0,0.0,1,0,2,1,6,0,1980.0,2.0,528.0,30,0,164,0,0,0,0,4,2010,11.133142723386813
306,911202100,50,66.0,8712,4,7,1900,1950,0.0,0.0,0.0,859.0,859.0,859,319,0,7.07242190053737,0.0,0.0,1,0,2,1,7,0,1964.0,1.0,384.0,68,0,98,0,0,0,0,1,2010,11.54031687156214
307,911204090,20,66.0,8712,5,5,1952,1952,0.0,0.0,0.0,540.0,540.0,1044,0,0,6.951772164398911,0.0,0.0,1,0,2,1,4,0,1952.0,2.0,504.0,0,0,0,0,0,0,54,6,2010,10.932999821119937
310,914467040,60,85.0,11050,8,5,1998,1999,0.0,615.0,0.0,434.0,1049.0,1036,880,0,7.558516743045645,1.0,0.0,2,1,3,1,8,1,1998.0,3.0,741.0,0,70,0,0,0,0,0,5,2010,12.448630513463613
312,914476520,20,129.0,9196,7,5,2003,2003,0.0,0.0,0.0,1560.0,1560.0,1560,0,0,7.353081920515431,0.0,0.0,2,0,3,1,7,0,2003.0,2.0,573.0,100,150,0,0,0,0,0,4,2010,12.211065162153215
